epoch,accuracy,loss,val_accuracy,val_loss
0,0.7132339668273926,0.55488276422023773,0.7892201900482178,0.4874819576740265
0,0.8162270784378052,0.45932266116142273,0.8841742873191833,0.28073203563690186
1,0.9030963182449341,0.2520841658115387,0.9415137767791748,0.15691357851028442
2,0.911697268486023,0.2097109854221344,0.9346330165863037,0.17764922976493835
3,0.928039014339447,0.19048762321472168,0.9461008906364441,0.13950392603874207
4,0.9268922209739685,0.19507700204849243,0.9461008906364441,0.13384093344211578
5,0.9372133016586304,0.16488276422023773,0.9369266033172607,0.15299825370311737
6,0.939793586730957,0.15474817156791687,0.9300458431243896,0.1374819576740265
7,0.9426605701446533,0.15059474110603333,0.9380733966827393,0.12742382287979126
8,0.9412270784378052,0.16004081070423126,0.9392201900482178,0.1368788331747055
9,0.9435206651687622,0.14973728358745575,0.9552752375602722,0.10700789839029312
10,0.9486811757087708,0.15060275793075562,0.9357798099517822,0.14659787714481354
11,0.9432339668273926,0.14841121435165405,0.9495412707328796,0.1271297186613083
12,0.946960985660553,0.15446794033050537,0.9552752375602722,0.12020933628082275
13,0.9461008906364441,0.1580239087343216,0.9483944773674011,0.1352841705083847
14,0.9486811757087708,0.141587033867836,0.9529816508293152,0.10876138508319855
15,0.9438073635101318,0.1473080813884735,0.9392201900482178,0.10993047058582306
16,0.9495412707328796,0.13298286497592926,0.9552752375602722,0.10399604588747025
17,0.951548159122467,0.13897190988063812,0.9495412707328796,0.11064641922712326
18,0.9463875889778137,0.14257779717445374,0.9449541568756104,0.12276232987642288
19,0.9478210806846619,0.13577088713645935,0.9552752375602722,0.11406295746564865
20,0.9466742873191833,0.1403912603855133,0.9495412707328796,0.10365679860115051
21,0.9501146674156189,0.1358547806739807,0.9483944773674011,0.10310892015695572
22,0.9544151425361633,0.11245115101337433,0.9472476840019226,0.11447805166244507
23,0.9446674585342407,0.13751745223999023,0.9495412707328796,0.12452352792024612
24,0.9495412707328796,0.12274203449487686,0.9438073635101318,0.10883894562721252
25,0.9552752375602722,0.11230505257844925,0.9415137767791748,0.11237060278654099
26,0.9567087292671204,0.11660376936197281,0.9506880640983582,0.1193799078464508
27,0.9489678740501404,0.1326759308576584,0.9506880640983582,0.10968395322561264
28,0.9472476840019226,0.12760724127292633,0.9506880640983582,0.10662123560905457
29,0.9558486342430115,0.1094624474644661,0.9541284441947937,0.09702998399734497
30,0.9498279690742493,0.12099011987447739,0.9541284441947937,0.10680930316448212
31,0.951548159122467,0.11300025135278702,0.9518348574638367,0.09947086125612259
32,0.9498279690742493,0.12118175625801086,0.9506880640983582,0.10351359844207764
33,0.9498279690742493,0.1199493482708931,0.9541284441947937,0.1186850294470787
34,0.94925457239151,0.11979568004608154,0.9495412707328796,0.11020087450742722
35,0.9526949524879456,0.10804789513349533,0.9529816508293152,0.10931385308504105
36,0.9498279690742493,0.1193375512957573,0.9506880640983582,0.11519937962293625
37,0.9572821259498596,0.11638797074556351,0.9541284441947937,0.10582045465707779
38,0.9544151425361633,0.10491576045751572,0.9518348574638367,0.1032613143324852
39,0.9504013657569885,0.12517617642879486,0.9518348574638367,0.11580321937799454
40,0.94925457239151,0.11471927911043167,0.9541284441947937,0.10397927463054657
41,0.95699542760849,0.10224742442369461,0.9541284441947937,0.09733651578426361
42,0.9575688242912292,0.09490030258893967,0.9461008906364441,0.0989527627825737
43,0.9538417458534241,0.1047666147351265,0.9518348574638367,0.10814040154218674
44,0.9506880640983582,0.11880283802747726,0.9506880640983582,0.12178798019886017
45,0.9561353325843811,0.1036687046289444,0.9541284441947937,0.0985277071595192
46,0.9564220309257507,0.10176586359739304,0.9506880640983582,0.1016044169664383
47,0.9512614607810974,0.12059887498617172,0.9552752375602722,0.11037459969520569
48,0.954701840877533,0.10402446985244751,0.9461008906364441,0.12547758221626282
49,0.9575688242912292,0.11062552779912949,0.9541284441947937,0.1037302166223526
