epoch,accuracy,loss,val_accuracy,val_loss
0,0.7103019952774048,0.6227635741233826,0.8042843341827393,0.4936734437942505
1,0.7771553993225098,0.4804221987724304,0.80525803565979,0.4338761270046234
2,0.8094252347946167,0.42436766624450684,0.8057448863983154,0.39493992924690247
3,0.8239161968231201,0.3991801142692566,0.8476144075393677,0.3617345988750458
4,0.8379201292991638,0.3748798370361328,0.8583252429962158,0.36782196164131165
5,0.8455918431282043,0.35330259799957275,0.8471275568008423,0.3589099049568176
6,0.8536288142204285,0.3403938412666321,0.862220048904419,0.3308190405368805
7,0.8591086268424988,0.33155378699302673,0.8680623173713684,0.3017387390136719
8,0.8670238852500916,0.3151147961616516,0.8763388395309448,0.2962912619113922
9,0.8677545189857483,0.3063777685165405,0.8773125410079956,0.2907303273677826
10,0.8716512322425842,0.3040609061717987,0.8802337050437927,0.2970070540904999
11,0.8751826882362366,0.2951236367225647,0.8739045858383179,0.27625080943107605
12,0.8800535798072815,0.28417250514030457,0.8714702725410461,0.28256604075431824
13,0.8796882629394531,0.285400390625,0.8826679587364197,0.27009117603302
14,0.882489025592804,0.26950353384017944,0.892405092716217,0.269555926322937
15,0.8813930749893188,0.2712704837322235,0.8885102272033691,0.2685019373893738
16,0.8848026990890503,0.2690315544605255,0.8782862424850464,0.2762652337551117
17,0.8835849761962891,0.26822611689567566,0.87000972032547,0.2825954258441925
18,0.8878470659255981,0.2570188045501709,0.8865628242492676,0.26654714345932007
19,0.8872382044792175,0.25724825263023376,0.8855891227722168,0.26383665204048157
20,0.8876035213470459,0.2608053982257843,0.8875365257263184,0.26869505643844604
21,0.8900389671325684,0.25676700472831726,0.8802337050437927,0.28214922547340393
22,0.8869946599006653,0.2543239891529083,0.8865628242492676,0.2573710083961487
23,0.8868728876113892,0.25394901633262634,0.8821811079978943,0.2744283378124237
24,0.8938139081001282,0.24835610389709473,0.8880233764648438,0.2632940113544464
25,0.8908913731575012,0.24240511655807495,0.8880233764648438,0.2604168951511383
26,0.8929615020751953,0.23978745937347412,0.8855891227722168,0.2823394536972046
27,0.8962494134902954,0.23607316613197327,0.8880233764648438,0.26864951848983765
28,0.8905260562896729,0.2396135777235031,0.8846153616905212,0.2697114944458008
29,0.8929615020751953,0.23992140591144562,0.8880233764648438,0.2666415572166443
30,0.8947880864143372,0.2381816804409027,0.8909444808959961,0.2637088894844055
31,0.8938139081001282,0.2371560037136078,0.8880233764648438,0.2608126997947693
32,0.894666314125061,0.23739561438560486,0.8821811079978943,0.25476452708244324
33,0.8957623243331909,0.23207896947860718,0.8875365257263184,0.25098204612731934
34,0.8924744129180908,0.23600266873836517,0.8821811079978943,0.29364898800849915
35,0.8964929580688477,0.23045185208320618,0.8889970779418945,0.2521730661392212
36,0.8951534628868103,0.23749588429927826,0.8894839286804199,0.25568053126335144
37,0.8922308683395386,0.23106735944747925,0.8855891227722168,0.2605186104774475
38,0.8963711857795715,0.22996670007705688,0.8880233764648438,0.2640914022922516
39,0.8979542255401611,0.22990192472934723,0.8899707794189453,0.2517355978488922
40,0.8984413146972656,0.22458377480506897,0.887049674987793,0.26583459973335266
41,0.8977106809616089,0.22779716551303864,0.8865628242492676,0.2691595256328583
42,0.8977106809616089,0.22307972609996796,0.8904576301574707,0.2640399932861328
43,0.8961276412010193,0.23046307265758514,0.8880233764648438,0.26042214035987854
44,0.8973453640937805,0.2253536432981491,0.8880233764648438,0.25548988580703735
45,0.899780809879303,0.21885830163955688,0.8880233764648438,0.25970008969306946
46,0.9001461267471313,0.22915998101234436,0.8909444808959961,0.24881839752197266
47,0.8984413146972656,0.22679784893989563,0.887049674987793,0.26006388664245605
48,0.8969800472259521,0.22449755668640137,0.8855891227722168,0.2488677203655243
49,0.8974671363830566,0.22021529078483582,0.8885102272033691,0.2588264048099518
df: dataset_Timestamp_max
test loss:0.23792307078838348
test accuracy:0.8953261971473694
Recall: 0.9113924050632911
Precision: 0.8830188679245283
F1 score: 0.8969813128893148
-------------------------------
0,0.7061617374420166,0.6243036389350891,0.7848101258277893,0.5150548815727234
1,0.7770336270332336,0.486074835062027,0.8111003041267395,0.42874521017074585
2,0.8072333335876465,0.43375664949417114,0.8072054386138916,0.3981686234474182
3,0.8184364438056946,0.40160688757896423,0.8568646311759949,0.33433201909065247
4,0.8270823359489441,0.3812348246574402,0.8529698252677917,0.3399805724620819
5,0.8387725353240967,0.36506950855255127,0.8588120937347412,0.3120245933532715
6,0.8476619720458984,0.35000213980674744,0.8602726459503174,0.3194986879825592
7,0.8505845069885254,0.33874326944351196,0.8563777804374695,0.34321415424346924
8,0.8525328636169434,0.3422839939594269,0.8456670045852661,0.31687650084495544
9,0.8555772304534912,0.3253103792667389,0.8602726459503174,0.3262671232223511
10,0.8548465371131897,0.3249470591545105,0.8704965710639954,0.2931179404258728
11,0.8649536967277527,0.30412837862968445,0.8680623173713684,0.3035151958465576
12,0.8660497069358826,0.301674485206604,0.8763388395309448,0.2980189919471741
13,0.8748173117637634,0.2950228452682495,0.8812074065208435,0.2817496061325073
14,0.8738431334495544,0.2936902344226837,0.8797468543052673,0.27798357605934143
15,0.8728689551353455,0.28281429409980774,0.8816942572593689,0.26477035880088806
16,0.8760350942611694,0.2741979658603668,0.8802337050437927,0.2742847204208374
17,0.8746955394744873,0.28111499547958374,0.875365138053894,0.3081565797328949
18,0.8774963617324829,0.2719382345676422,0.8758519887924194,0.27673429250717163
19,0.877618134021759,0.27331778407096863,0.8787731528282166,0.2745618224143982
20,0.8781052231788635,0.26919034123420715,0.8743914365768433,0.28518369793891907
